model,model_paper,defense,defense_paper,metric,suite,value_pct,value_raw
gpt-5.1,GPT-5.1,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,github,63.33,63.33
gpt-5.1,GPT-5.1,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,dailylife,58.0,58.00
gpt-5-mini,GPT-5-mini,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,overall,65.22,65.22
gpt-5-mini,GPT-5-mini,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,shopping,48.33,48.33
gpt-5-mini,GPT-5-mini,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,github,73.33,73.33
gpt-5-mini,GPT-5-mini,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,dailylife,74.0,74.00
gemini-2.5-pro,Gemini-2.5 Pro,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,overall,49.08,49.08
gemini-2.5-pro,Gemini-2.5 Pro,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,shopping,35.56,35.56
gemini-2.5-pro,Gemini-2.5 Pro,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,github,61.67,61.67
gemini-2.5-pro,Gemini-2.5 Pro,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,dailylife,50.0,50.00
gemini-2.5-flash,Gemini-2.5 Flash,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,overall,14.33,14.33
gemini-2.5-flash,Gemini-2.5 Flash,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,shopping,7.22,7.22
gemini-2.5-flash,Gemini-2.5 Flash,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,github,17.78,17.78
gemini-2.5-flash,Gemini-2.5 Flash,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,dailylife,18.0,18.00
claude-sonnet-3.5,Claude-Sonnet-3.5,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,overall,55.67,55.67
claude-sonnet-3.5,Claude-Sonnet-3.5,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,shopping,43.33,43.33
claude-sonnet-3.5,Claude-Sonnet-3.5,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,github,66.67,66.67
claude-sonnet-3.5,Claude-Sonnet-3.5,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,dailylife,57.0,57.00
claude-sonnet-4.5,Claude-Sonnet-4.5,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,overall,74.07,74.07
claude-sonnet-4.5,Claude-Sonnet-4.5,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,shopping,58.33,58.33
claude-sonnet-4.5,Claude-Sonnet-4.5,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,github,78.89,78.89
claude-sonnet-4.5,Claude-Sonnet-4.5,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,dailylife,85.0,85.00
qwen3-235b,Qwen3 235B-A22B,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,overall,14.82,14.82
qwen3-235b,Qwen3 235B-A22B,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,shopping,3.89,3.89
qwen3-235b,Qwen3 235B-A22B,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,github,15.56,15.56
qwen3-235b,Qwen3 235B-A22B,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,dailylife,25.0,25.00
llama-3.3-70b,Llama 3.3 70B,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,overall,7.35,7.35
llama-3.3-70b,Llama 3.3 70B,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,shopping,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,github,5.56,5.56
llama-3.3-70b,Llama 3.3 70B,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,dailylife,16.5,16.50
qwen3-coder,Qwen3-Coder,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,overall,16.63,16.63
qwen3-coder,Qwen3-Coder,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,shopping,2.22,2.22
qwen3-coder,Qwen3-Coder,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,github,26.67,26.67
qwen3-coder,Qwen3-Coder,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,dailylife,21.0,21.00
kimi-k2.5,Kimi-K2.5,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,overall,54.13,54.13
kimi-k2.5,Kimi-K2.5,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,shopping,43.89,43.89
kimi-k2.5,Kimi-K2.5,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,github,65.0,65.00
kimi-k2.5,Kimi-K2.5,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,dailylife,53.5,53.50
gpt-4o-mini,GPT-4o mini,spotlighting_with_delimiting,Spotlighting,utility_under_attack,overall,35.78,35.78
gpt-4o-mini,GPT-4o mini,spotlighting_with_delimiting,Spotlighting,utility_under_attack,shopping,28.89,28.89
gpt-4o-mini,GPT-4o mini,spotlighting_with_delimiting,Spotlighting,utility_under_attack,github,49.44,49.44
gpt-4o-mini,GPT-4o mini,spotlighting_with_delimiting,Spotlighting,utility_under_attack,dailylife,29.0,29.00
gpt-4o,GPT-4o,spotlighting_with_delimiting,Spotlighting,utility_under_attack,overall,52.24,52.24
gpt-4o,GPT-4o,spotlighting_with_delimiting,Spotlighting,utility_under_attack,shopping,43.89,43.89
gpt-4o,GPT-4o,spotlighting_with_delimiting,Spotlighting,utility_under_attack,github,63.33,63.33
gpt-4o,GPT-4o,spotlighting_with_delimiting,Spotlighting,utility_under_attack,dailylife,49.5,49.50
gpt-5.1,GPT-5.1,spotlighting_with_delimiting,Spotlighting,utility_under_attack,overall,50.06,50.06
gpt-5.1,GPT-5.1,spotlighting_with_delimiting,Spotlighting,utility_under_attack,shopping,31.11,31.11
gpt-5.1,GPT-5.1,spotlighting_with_delimiting,Spotlighting,utility_under_attack,github,65.56,65.56
gpt-5.1,GPT-5.1,spotlighting_with_delimiting,Spotlighting,utility_under_attack,dailylife,53.5,53.50
gpt-5-mini,GPT-5-mini,spotlighting_with_delimiting,Spotlighting,utility_under_attack,overall,61.13,61.13
gpt-5-mini,GPT-5-mini,spotlighting_with_delimiting,Spotlighting,utility_under_attack,shopping,45.56,45.56
gpt-5-mini,GPT-5-mini,spotlighting_with_delimiting,Spotlighting,utility_under_attack,github,68.33,68.33
gpt-5-mini,GPT-5-mini,spotlighting_with_delimiting,Spotlighting,utility_under_attack,dailylife,69.5,69.50
gemini-2.5-pro,Gemini-2.5 Pro,spotlighting_with_delimiting,Spotlighting,utility_under_attack,overall,52.61,52.61
gemini-2.5-pro,Gemini-2.5 Pro,spotlighting_with_delimiting,Spotlighting,utility_under_attack,shopping,37.78,37.78
gemini-2.5-pro,Gemini-2.5 Pro,spotlighting_with_delimiting,Spotlighting,utility_under_attack,github,65.56,65.56
gemini-2.5-pro,Gemini-2.5 Pro,spotlighting_with_delimiting,Spotlighting,utility_under_attack,dailylife,54.5,54.50
gemini-2.5-flash,Gemini-2.5 Flash,spotlighting_with_delimiting,Spotlighting,utility_under_attack,overall,12.5,12.50
gemini-2.5-flash,Gemini-2.5 Flash,spotlighting_with_delimiting,Spotlighting,utility_under_attack,shopping,1.11,1.11
gemini-2.5-flash,Gemini-2.5 Flash,spotlighting_with_delimiting,Spotlighting,utility_under_attack,github,13.89,13.89
gemini-2.5-flash,Gemini-2.5 Flash,spotlighting_with_delimiting,Spotlighting,utility_under_attack,dailylife,22.5,22.50
claude-sonnet-3.5,Claude-Sonnet-3.5,spotlighting_with_delimiting,Spotlighting,utility_under_attack,overall,58.33,58.33
claude-sonnet-3.5,Claude-Sonnet-3.5,spotlighting_with_delimiting,Spotlighting,utility_under_attack,shopping,44.44,44.44
claude-sonnet-3.5,Claude-Sonnet-3.5,spotlighting_with_delimiting,Spotlighting,utility_under_attack,github,68.33,68.33
claude-sonnet-3.5,Claude-Sonnet-3.5,spotlighting_with_delimiting,Spotlighting,utility_under_attack,dailylife,58.5,58.50
claude-sonnet-4.5,Claude-Sonnet-4.5,spotlighting_with_delimiting,Spotlighting,utility_under_attack,overall,68.33,68.33
claude-sonnet-4.5,Claude-Sonnet-4.5,spotlighting_with_delimiting,Spotlighting,utility_under_attack,shopping,53.89,53.89
claude-sonnet-4.5,Claude-Sonnet-4.5,spotlighting_with_delimiting,Spotlighting,utility_under_attack,github,72.78,72.78
claude-sonnet-4.5,Claude-Sonnet-4.5,spotlighting_with_delimiting,Spotlighting,utility_under_attack,dailylife,80.0,80.00
qwen3-235b,Qwen3 235B-A22B,spotlighting_with_delimiting,Spotlighting,utility_under_attack,overall,13.02,13.02
qwen3-235b,Qwen3 235B-A22B,spotlighting_with_delimiting,Spotlighting,utility_under_attack,shopping,2.78,2.78
qwen3-235b,Qwen3 235B-A22B,spotlighting_with_delimiting,Spotlighting,utility_under_attack,github,12.78,12.78
qwen3-235b,Qwen3 235B-A22B,spotlighting_with_delimiting,Spotlighting,utility_under_attack,dailylife,23.5,23.50
llama-3.3-70b,Llama 3.3 70B,spotlighting_with_delimiting,Spotlighting,utility_under_attack,overall,6.78,6.78
llama-3.3-70b,Llama 3.3 70B,spotlighting_with_delimiting,Spotlighting,utility_under_attack,shopping,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,spotlighting_with_delimiting,Spotlighting,utility_under_attack,github,3.33,3.33
llama-3.3-70b,Llama 3.3 70B,spotlighting_with_delimiting,Spotlighting,utility_under_attack,dailylife,17.0,17.00
qwen3-coder,Qwen3-Coder,spotlighting_with_delimiting,Spotlighting,utility_under_attack,overall,16.15,16.15
qwen3-coder,Qwen3-Coder,spotlighting_with_delimiting,Spotlighting,utility_under_attack,shopping,3.89,3.89
qwen3-coder,Qwen3-Coder,spotlighting_with_delimiting,Spotlighting,utility_under_attack,github,30.56,30.56
qwen3-coder,Qwen3-Coder,spotlighting_with_delimiting,Spotlighting,utility_under_attack,dailylife,14.0,14.00
kimi-k2.5,Kimi-K2.5,spotlighting_with_delimiting,Spotlighting,utility_under_attack,overall,53.5,53.50
kimi-k2.5,Kimi-K2.5,spotlighting_with_delimiting,Spotlighting,utility_under_attack,shopping,38.89,38.89
kimi-k2.5,Kimi-K2.5,spotlighting_with_delimiting,Spotlighting,utility_under_attack,github,66.11,66.11
kimi-k2.5,Kimi-K2.5,spotlighting_with_delimiting,Spotlighting,utility_under_attack,dailylife,55.5,55.50
gpt-4o-mini,GPT-4o mini,transformers_pi_detector,ProtectAI,utility_under_attack,overall,0.93,0.93
gpt-4o-mini,GPT-4o mini,transformers_pi_detector,ProtectAI,utility_under_attack,shopping,0.0,0.00
gpt-4o-mini,GPT-4o mini,transformers_pi_detector,ProtectAI,utility_under_attack,github,2.78,2.78
gpt-4o-mini,GPT-4o mini,transformers_pi_detector,ProtectAI,utility_under_attack,dailylife,0.0,0.00
gpt-4o,GPT-4o,transformers_pi_detector,ProtectAI,utility_under_attack,overall,0.56,0.56
gpt-4o,GPT-4o,transformers_pi_detector,ProtectAI,utility_under_attack,shopping,0.0,0.00
gpt-4o,GPT-4o,transformers_pi_detector,ProtectAI,utility_under_attack,github,1.67,1.67
gpt-4o,GPT-4o,transformers_pi_detector,ProtectAI,utility_under_attack,dailylife,0.0,0.00
gpt-5.1,GPT-5.1,transformers_pi_detector,ProtectAI,utility_under_attack,overall,0.56,0.56
gpt-5.1,GPT-5.1,transformers_pi_detector,ProtectAI,utility_under_attack,shopping,0.0,0.00
gpt-5.1,GPT-5.1,transformers_pi_detector,ProtectAI,utility_under_attack,github,1.67,1.67
gpt-5.1,GPT-5.1,transformers_pi_detector,ProtectAI,utility_under_attack,dailylife,0.0,0.00
gpt-5-mini,GPT-5-mini,transformers_pi_detector,ProtectAI,utility_under_attack,overall,0.93,0.93
gpt-5-mini,GPT-5-mini,transformers_pi_detector,ProtectAI,utility_under_attack,shopping,0.0,0.00
gpt-5-mini,GPT-5-mini,transformers_pi_detector,ProtectAI,utility_under_attack,github,2.78,2.78
gpt-5-mini,GPT-5-mini,transformers_pi_detector,ProtectAI,utility_under_attack,dailylife,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,transformers_pi_detector,ProtectAI,utility_under_attack,overall,0.74,0.74
gemini-2.5-pro,Gemini-2.5 Pro,transformers_pi_detector,ProtectAI,utility_under_attack,shopping,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,transformers_pi_detector,ProtectAI,utility_under_attack,github,2.22,2.22
gemini-2.5-pro,Gemini-2.5 Pro,transformers_pi_detector,ProtectAI,utility_under_attack,dailylife,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,transformers_pi_detector,ProtectAI,utility_under_attack,overall,0.19,0.19
gemini-2.5-flash,Gemini-2.5 Flash,transformers_pi_detector,ProtectAI,utility_under_attack,shopping,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,transformers_pi_detector,ProtectAI,utility_under_attack,github,0.56,0.56
gemini-2.5-flash,Gemini-2.5 Flash,transformers_pi_detector,ProtectAI,utility_under_attack,dailylife,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,transformers_pi_detector,ProtectAI,utility_under_attack,overall,1.11,1.11
claude-sonnet-3.5,Claude-Sonnet-3.5,transformers_pi_detector,ProtectAI,utility_under_attack,shopping,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,transformers_pi_detector,ProtectAI,utility_under_attack,github,3.33,3.33
claude-sonnet-3.5,Claude-Sonnet-3.5,transformers_pi_detector,ProtectAI,utility_under_attack,dailylife,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,transformers_pi_detector,ProtectAI,utility_under_attack,overall,1.11,1.11
claude-sonnet-4.5,Claude-Sonnet-4.5,transformers_pi_detector,ProtectAI,utility_under_attack,shopping,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,transformers_pi_detector,ProtectAI,utility_under_attack,github,3.33,3.33
claude-sonnet-4.5,Claude-Sonnet-4.5,transformers_pi_detector,ProtectAI,utility_under_attack,dailylife,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,transformers_pi_detector,ProtectAI,utility_under_attack,overall,0.74,0.74
qwen3-235b,Qwen3 235B-A22B,transformers_pi_detector,ProtectAI,utility_under_attack,shopping,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,transformers_pi_detector,ProtectAI,utility_under_attack,github,2.22,2.22
qwen3-235b,Qwen3 235B-A22B,transformers_pi_detector,ProtectAI,utility_under_attack,dailylife,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,transformers_pi_detector,ProtectAI,utility_under_attack,overall,1.11,1.11
llama-3.3-70b,Llama 3.3 70B,transformers_pi_detector,ProtectAI,utility_under_attack,shopping,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,transformers_pi_detector,ProtectAI,utility_under_attack,github,3.33,3.33
llama-3.3-70b,Llama 3.3 70B,transformers_pi_detector,ProtectAI,utility_under_attack,dailylife,0.0,0.00
qwen3-coder,Qwen3-Coder,transformers_pi_detector,ProtectAI,utility_under_attack,overall,0.74,0.74
qwen3-coder,Qwen3-Coder,transformers_pi_detector,ProtectAI,utility_under_attack,shopping,0.0,0.00
qwen3-coder,Qwen3-Coder,transformers_pi_detector,ProtectAI,utility_under_attack,github,2.22,2.22
qwen3-coder,Qwen3-Coder,transformers_pi_detector,ProtectAI,utility_under_attack,dailylife,0.0,0.00
kimi-k2.5,Kimi-K2.5,transformers_pi_detector,ProtectAI,utility_under_attack,overall,0.37,0.37
kimi-k2.5,Kimi-K2.5,transformers_pi_detector,ProtectAI,utility_under_attack,shopping,0.0,0.00
kimi-k2.5,Kimi-K2.5,transformers_pi_detector,ProtectAI,utility_under_attack,github,1.11,1.11
kimi-k2.5,Kimi-K2.5,transformers_pi_detector,ProtectAI,utility_under_attack,dailylife,0.0,0.00
gpt-4o-mini,GPT-4o mini,piguard_detector,PIGuard,utility_under_attack,overall,3.26,3.26
gpt-4o-mini,GPT-4o mini,piguard_detector,PIGuard,utility_under_attack,shopping,3.89,3.89
gpt-4o-mini,GPT-4o mini,piguard_detector,PIGuard,utility_under_attack,github,3.89,3.89
gpt-4o-mini,GPT-4o mini,piguard_detector,PIGuard,utility_under_attack,dailylife,2.0,2.00
gpt-4o,GPT-4o,piguard_detector,PIGuard,utility_under_attack,overall,1.46,1.46
gpt-4o,GPT-4o,piguard_detector,PIGuard,utility_under_attack,shopping,2.78,2.78
gpt-4o,GPT-4o,piguard_detector,PIGuard,utility_under_attack,github,1.11,1.11
gpt-4o,GPT-4o,piguard_detector,PIGuard,utility_under_attack,dailylife,0.5,0.50
gpt-5.1,GPT-5.1,piguard_detector,PIGuard,utility_under_attack,overall,2.72,2.72
gpt-5.1,GPT-5.1,piguard_detector,PIGuard,utility_under_attack,shopping,2.22,2.22
gpt-5.1,GPT-5.1,piguard_detector,PIGuard,utility_under_attack,github,4.44,4.44
gpt-5.1,GPT-5.1,piguard_detector,PIGuard,utility_under_attack,dailylife,1.5,1.50
gpt-5-mini,GPT-5-mini,piguard_detector,PIGuard,utility_under_attack,overall,7.35,7.35
gpt-5-mini,GPT-5-mini,piguard_detector,PIGuard,utility_under_attack,shopping,7.78,7.78
gpt-5-mini,GPT-5-mini,piguard_detector,PIGuard,utility_under_attack,github,12.78,12.78
gpt-5-mini,GPT-5-mini,piguard_detector,PIGuard,utility_under_attack,dailylife,1.5,1.50
gemini-2.5-pro,Gemini-2.5 Pro,piguard_detector,PIGuard,utility_under_attack,overall,2.17,2.17
gemini-2.5-pro,Gemini-2.5 Pro,piguard_detector,PIGuard,utility_under_attack,shopping,2.22,2.22
gemini-2.5-pro,Gemini-2.5 Pro,piguard_detector,PIGuard,utility_under_attack,github,2.78,2.78
gemini-2.5-pro,Gemini-2.5 Pro,piguard_detector,PIGuard,utility_under_attack,dailylife,1.5,1.50
gemini-2.5-flash,Gemini-2.5 Flash,piguard_detector,PIGuard,utility_under_attack,overall,1.83,1.83
gemini-2.5-flash,Gemini-2.5 Flash,piguard_detector,PIGuard,utility_under_attack,shopping,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,piguard_detector,PIGuard,utility_under_attack,github,5.0,5.00
gemini-2.5-flash,Gemini-2.5 Flash,piguard_detector,PIGuard,utility_under_attack,dailylife,0.5,0.50
claude-sonnet-3.5,Claude-Sonnet-3.5,piguard_detector,PIGuard,utility_under_attack,overall,2.93,2.93
claude-sonnet-3.5,Claude-Sonnet-3.5,piguard_detector,PIGuard,utility_under_attack,shopping,0.56,0.56
claude-sonnet-3.5,Claude-Sonnet-3.5,piguard_detector,PIGuard,utility_under_attack,github,7.22,7.22
claude-sonnet-3.5,Claude-Sonnet-3.5,piguard_detector,PIGuard,utility_under_attack,dailylife,1.0,1.00
claude-sonnet-4.5,Claude-Sonnet-4.5,piguard_detector,PIGuard,utility_under_attack,overall,2.17,2.17
claude-sonnet-4.5,Claude-Sonnet-4.5,piguard_detector,PIGuard,utility_under_attack,shopping,5.0,5.00
claude-sonnet-4.5,Claude-Sonnet-4.5,piguard_detector,PIGuard,utility_under_attack,github,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,piguard_detector,PIGuard,utility_under_attack,dailylife,1.5,1.50
qwen3-235b,Qwen3 235B-A22B,piguard_detector,PIGuard,utility_under_attack,overall,0.7,0.70
qwen3-235b,Qwen3 235B-A22B,piguard_detector,PIGuard,utility_under_attack,shopping,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,piguard_detector,PIGuard,utility_under_attack,github,1.1,1.10
qwen3-235b,Qwen3 235B-A22B,piguard_detector,PIGuard,utility_under_attack,dailylife,1.0,1.00
llama-3.3-70b,Llama 3.3 70B,piguard_detector,PIGuard,utility_under_attack,overall,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,piguard_detector,PIGuard,utility_under_attack,shopping,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,piguard_detector,PIGuard,utility_under_attack,github,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,piguard_detector,PIGuard,utility_under_attack,dailylife,0.0,0.00
qwen3-coder,Qwen3-Coder,piguard_detector,PIGuard,utility_under_attack,overall,0.52,0.52
qwen3-coder,Qwen3-Coder,piguard_detector,PIGuard,utility_under_attack,shopping,0.0,0.00
qwen3-coder,Qwen3-Coder,piguard_detector,PIGuard,utility_under_attack,github,0.56,0.56
qwen3-coder,Qwen3-Coder,piguard_detector,PIGuard,utility_under_attack,dailylife,1.0,1.00
kimi-k2.5,Kimi-K2.5,piguard_detector,PIGuard,utility_under_attack,overall,4.57,4.57
kimi-k2.5,Kimi-K2.5,piguard_detector,PIGuard,utility_under_attack,shopping,8.89,8.89
kimi-k2.5,Kimi-K2.5,piguard_detector,PIGuard,utility_under_attack,github,3.33,3.33
kimi-k2.5,Kimi-K2.5,piguard_detector,PIGuard,utility_under_attack,dailylife,1.5,1.50
gpt-4o-mini,GPT-4o mini,prompt_guard_2_detector,PromptGuard2,utility_under_attack,overall,13.7,13.70
gpt-4o-mini,GPT-4o mini,prompt_guard_2_detector,PromptGuard2,utility_under_attack,shopping,12.22,12.22
gpt-4o-mini,GPT-4o mini,prompt_guard_2_detector,PromptGuard2,utility_under_attack,github,3.89,3.89
gpt-4o-mini,GPT-4o mini,prompt_guard_2_detector,PromptGuard2,utility_under_attack,dailylife,25.0,25.00
gpt-4o,GPT-4o,prompt_guard_2_detector,PromptGuard2,utility_under_attack,overall,20.8,20.80
gpt-4o,GPT-4o,prompt_guard_2_detector,PromptGuard2,utility_under_attack,shopping,6.11,6.11
gpt-4o,GPT-4o,prompt_guard_2_detector,PromptGuard2,utility_under_attack,github,17.78,17.78
gpt-4o,GPT-4o,prompt_guard_2_detector,PromptGuard2,utility_under_attack,dailylife,38.5,38.50
gpt-5.1,GPT-5.1,prompt_guard_2_detector,PromptGuard2,utility_under_attack,overall,22.26,22.26
gpt-5.1,GPT-5.1,prompt_guard_2_detector,PromptGuard2,utility_under_attack,shopping,7.22,7.22
gpt-5.1,GPT-5.1,prompt_guard_2_detector,PromptGuard2,utility_under_attack,github,15.56,15.56
gpt-5.1,GPT-5.1,prompt_guard_2_detector,PromptGuard2,utility_under_attack,dailylife,44.0,44.00
gpt-5-mini,GPT-5-mini,prompt_guard_2_detector,PromptGuard2,utility_under_attack,overall,33.92,33.92
gpt-5-mini,GPT-5-mini,prompt_guard_2_detector,PromptGuard2,utility_under_attack,shopping,19.44,19.44
gpt-5-mini,GPT-5-mini,prompt_guard_2_detector,PromptGuard2,utility_under_attack,github,18.33,18.33
gpt-5-mini,GPT-5-mini,prompt_guard_2_detector,PromptGuard2,utility_under_attack,dailylife,64.0,64.00
gemini-2.5-pro,Gemini-2.5 Pro,prompt_guard_2_detector,PromptGuard2,utility_under_attack,overall,17.18,17.18
gemini-2.5-pro,Gemini-2.5 Pro,prompt_guard_2_detector,PromptGuard2,utility_under_attack,shopping,4.44,4.44
gemini-2.5-pro,Gemini-2.5 Pro,prompt_guard_2_detector,PromptGuard2,utility_under_attack,github,6.11,6.11
gemini-2.5-pro,Gemini-2.5 Pro,prompt_guard_2_detector,PromptGuard2,utility_under_attack,dailylife,41.0,41.00
gemini-2.5-flash,Gemini-2.5 Flash,prompt_guard_2_detector,PromptGuard2,utility_under_attack,overall,11.19,11.19
gemini-2.5-flash,Gemini-2.5 Flash,prompt_guard_2_detector,PromptGuard2,utility_under_attack,shopping,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,prompt_guard_2_detector,PromptGuard2,utility_under_attack,github,5.56,5.56
gemini-2.5-flash,Gemini-2.5 Flash,prompt_guard_2_detector,PromptGuard2,utility_under_attack,dailylife,28.0,28.00
claude-sonnet-3.5,Claude-Sonnet-3.5,prompt_guard_2_detector,PromptGuard2,utility_under_attack,overall,27.69,27.69
claude-sonnet-3.5,Claude-Sonnet-3.5,prompt_guard_2_detector,PromptGuard2,utility_under_attack,shopping,30.0,30.00
claude-sonnet-3.5,Claude-Sonnet-3.5,prompt_guard_2_detector,PromptGuard2,utility_under_attack,github,10.56,10.56
claude-sonnet-3.5,Claude-Sonnet-3.5,prompt_guard_2_detector,PromptGuard2,utility_under_attack,dailylife,42.5,42.50
claude-sonnet-4.5,Claude-Sonnet-4.5,prompt_guard_2_detector,PromptGuard2,utility_under_attack,overall,41.37,41.37
claude-sonnet-4.5,Claude-Sonnet-4.5,prompt_guard_2_detector,PromptGuard2,utility_under_attack,shopping,39.44,39.44
claude-sonnet-4.5,Claude-Sonnet-4.5,prompt_guard_2_detector,PromptGuard2,utility_under_attack,github,6.67,6.67
claude-sonnet-4.5,Claude-Sonnet-4.5,prompt_guard_2_detector,PromptGuard2,utility_under_attack,dailylife,78.0,78.00
qwen3-235b,Qwen3 235B-A22B,prompt_guard_2_detector,PromptGuard2,utility_under_attack,overall,10.5,10.50
qwen3-235b,Qwen3 235B-A22B,prompt_guard_2_detector,PromptGuard2,utility_under_attack,shopping,2.78,2.78
qwen3-235b,Qwen3 235B-A22B,prompt_guard_2_detector,PromptGuard2,utility_under_attack,github,7.22,7.22
qwen3-235b,Qwen3 235B-A22B,prompt_guard_2_detector,PromptGuard2,utility_under_attack,dailylife,21.5,21.50
llama-3.3-70b,Llama 3.3 70B,prompt_guard_2_detector,PromptGuard2,utility_under_attack,overall,6.44,6.44
llama-3.3-70b,Llama 3.3 70B,prompt_guard_2_detector,PromptGuard2,utility_under_attack,shopping,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,prompt_guard_2_detector,PromptGuard2,utility_under_attack,github,3.33,3.33
llama-3.3-70b,Llama 3.3 70B,prompt_guard_2_detector,PromptGuard2,utility_under_attack,dailylife,16.0,16.00
qwen3-coder,Qwen3-Coder,prompt_guard_2_detector,PromptGuard2,utility_under_attack,overall,8.13,8.13
qwen3-coder,Qwen3-Coder,prompt_guard_2_detector,PromptGuard2,utility_under_attack,shopping,0.56,0.56
qwen3-coder,Qwen3-Coder,prompt_guard_2_detector,PromptGuard2,utility_under_attack,github,8.33,8.33
qwen3-coder,Qwen3-Coder,prompt_guard_2_detector,PromptGuard2,utility_under_attack,dailylife,15.5,15.50
kimi-k2.5,Kimi-K2.5,prompt_guard_2_detector,PromptGuard2,utility_under_attack,overall,30.15,30.15
kimi-k2.5,Kimi-K2.5,prompt_guard_2_detector,PromptGuard2,utility_under_attack,shopping,26.67,26.67
kimi-k2.5,Kimi-K2.5,prompt_guard_2_detector,PromptGuard2,utility_under_attack,github,12.78,12.78
kimi-k2.5,Kimi-K2.5,prompt_guard_2_detector,PromptGuard2,utility_under_attack,dailylife,51.0,51.00
meta-secalign-8b,Meta-SecAlign 8B,meta_secalign,Meta-SecAlign,utility_under_attack,overall,7.22,7.22
meta-secalign-8b,Meta-SecAlign 8B,meta_secalign,Meta-SecAlign,utility_under_attack,shopping,0.0,0.00
meta-secalign-8b,Meta-SecAlign 8B,meta_secalign,Meta-SecAlign,utility_under_attack,github,11.67,11.67
meta-secalign-8b,Meta-SecAlign 8B,meta_secalign,Meta-SecAlign,utility_under_attack,dailylife,10.0,10.00
meta-secalign-70b,Meta-SecAlign 70B,meta_secalign,Meta-SecAlign,utility_under_attack,overall,53.35,53.35
meta-secalign-70b,Meta-SecAlign 70B,meta_secalign,Meta-SecAlign,utility_under_attack,shopping,41.67,41.67
meta-secalign-70b,Meta-SecAlign 70B,meta_secalign,Meta-SecAlign,utility_under_attack,github,48.89,48.89
meta-secalign-70b,Meta-SecAlign 70B,meta_secalign,Meta-SecAlign,utility_under_attack,dailylife,69.5,69.50
gpt-4o-mini,GPT-4o mini,tool_filter,Tool Filter,utility_under_attack,overall,4.8,4.80
