model,model_paper,defense,defense_paper,metric,suite,value_pct,value_raw
kimi-k2.5,Kimi-K2.5,repeat_user_prompt,Prompt Sandwiching,asr,dailylife,3.5,3.50
gpt-4o-mini,GPT-4o mini,spotlighting_with_delimiting,Spotlighting,asr,overall,47.33,47.33
gpt-4o-mini,GPT-4o mini,spotlighting_with_delimiting,Spotlighting,asr,shopping,27.78,27.78
gpt-4o-mini,GPT-4o mini,spotlighting_with_delimiting,Spotlighting,asr,github,42.22,42.22
gpt-4o-mini,GPT-4o mini,spotlighting_with_delimiting,Spotlighting,asr,dailylife,72.0,72.00
gpt-4o,GPT-4o,spotlighting_with_delimiting,Spotlighting,asr,overall,27.61,27.61
gpt-4o,GPT-4o,spotlighting_with_delimiting,Spotlighting,asr,shopping,24.44,24.44
gpt-4o,GPT-4o,spotlighting_with_delimiting,Spotlighting,asr,github,18.89,18.89
gpt-4o,GPT-4o,spotlighting_with_delimiting,Spotlighting,asr,dailylife,39.5,39.50
gpt-5.1,GPT-5.1,spotlighting_with_delimiting,Spotlighting,asr,overall,3.43,3.43
gpt-5.1,GPT-5.1,spotlighting_with_delimiting,Spotlighting,asr,shopping,1.11,1.11
gpt-5.1,GPT-5.1,spotlighting_with_delimiting,Spotlighting,asr,github,1.67,1.67
gpt-5.1,GPT-5.1,spotlighting_with_delimiting,Spotlighting,asr,dailylife,7.5,7.50
gpt-5-mini,GPT-5-mini,spotlighting_with_delimiting,Spotlighting,asr,overall,0.56,0.56
gpt-5-mini,GPT-5-mini,spotlighting_with_delimiting,Spotlighting,asr,shopping,0.56,0.56
gpt-5-mini,GPT-5-mini,spotlighting_with_delimiting,Spotlighting,asr,github,1.11,1.11
gpt-5-mini,GPT-5-mini,spotlighting_with_delimiting,Spotlighting,asr,dailylife,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,spotlighting_with_delimiting,Spotlighting,asr,overall,16.87,16.87
gemini-2.5-pro,Gemini-2.5 Pro,spotlighting_with_delimiting,Spotlighting,asr,shopping,11.67,11.67
gemini-2.5-pro,Gemini-2.5 Pro,spotlighting_with_delimiting,Spotlighting,asr,github,14.44,14.44
gemini-2.5-pro,Gemini-2.5 Pro,spotlighting_with_delimiting,Spotlighting,asr,dailylife,24.5,24.50
gemini-2.5-flash,Gemini-2.5 Flash,spotlighting_with_delimiting,Spotlighting,asr,overall,17.74,17.74
gemini-2.5-flash,Gemini-2.5 Flash,spotlighting_with_delimiting,Spotlighting,asr,shopping,7.22,7.22
gemini-2.5-flash,Gemini-2.5 Flash,spotlighting_with_delimiting,Spotlighting,asr,github,10.0,10.00
gemini-2.5-flash,Gemini-2.5 Flash,spotlighting_with_delimiting,Spotlighting,asr,dailylife,36.0,36.00
claude-sonnet-3.5,Claude-Sonnet-3.5,spotlighting_with_delimiting,Spotlighting,asr,overall,3.8,3.80
claude-sonnet-3.5,Claude-Sonnet-3.5,spotlighting_with_delimiting,Spotlighting,asr,shopping,0.56,0.56
claude-sonnet-3.5,Claude-Sonnet-3.5,spotlighting_with_delimiting,Spotlighting,asr,github,8.33,8.33
claude-sonnet-3.5,Claude-Sonnet-3.5,spotlighting_with_delimiting,Spotlighting,asr,dailylife,2.5,2.50
claude-sonnet-4.5,Claude-Sonnet-4.5,spotlighting_with_delimiting,Spotlighting,asr,overall,0.37,0.37
claude-sonnet-4.5,Claude-Sonnet-4.5,spotlighting_with_delimiting,Spotlighting,asr,shopping,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,spotlighting_with_delimiting,Spotlighting,asr,github,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,spotlighting_with_delimiting,Spotlighting,asr,dailylife,1.11,1.11
qwen3-235b,Qwen3 235B-A22B,spotlighting_with_delimiting,Spotlighting,asr,overall,27.72,27.72
qwen3-235b,Qwen3 235B-A22B,spotlighting_with_delimiting,Spotlighting,asr,shopping,12.78,12.78
qwen3-235b,Qwen3 235B-A22B,spotlighting_with_delimiting,Spotlighting,asr,github,23.89,23.89
qwen3-235b,Qwen3 235B-A22B,spotlighting_with_delimiting,Spotlighting,asr,dailylife,46.5,46.50
llama-3.3-70b,Llama 3.3 70B,spotlighting_with_delimiting,Spotlighting,asr,overall,14.85,14.85
llama-3.3-70b,Llama 3.3 70B,spotlighting_with_delimiting,Spotlighting,asr,shopping,2.78,2.78
llama-3.3-70b,Llama 3.3 70B,spotlighting_with_delimiting,Spotlighting,asr,github,7.78,7.78
llama-3.3-70b,Llama 3.3 70B,spotlighting_with_delimiting,Spotlighting,asr,dailylife,34.0,34.00
qwen3-coder,Qwen3-Coder,spotlighting_with_delimiting,Spotlighting,asr,overall,13.28,13.28
qwen3-coder,Qwen3-Coder,spotlighting_with_delimiting,Spotlighting,asr,shopping,4.44,4.44
qwen3-coder,Qwen3-Coder,spotlighting_with_delimiting,Spotlighting,asr,github,13.89,13.89
qwen3-coder,Qwen3-Coder,spotlighting_with_delimiting,Spotlighting,asr,dailylife,21.5,21.50
kimi-k2.5,Kimi-K2.5,spotlighting_with_delimiting,Spotlighting,asr,overall,5.68,5.68
kimi-k2.5,Kimi-K2.5,spotlighting_with_delimiting,Spotlighting,asr,shopping,2.22,2.22
kimi-k2.5,Kimi-K2.5,spotlighting_with_delimiting,Spotlighting,asr,github,8.33,8.33
kimi-k2.5,Kimi-K2.5,spotlighting_with_delimiting,Spotlighting,asr,dailylife,6.5,6.50
gpt-4o-mini,GPT-4o mini,transformers_pi_detector,ProtectAI,asr,overall,1.37,1.37
gpt-4o-mini,GPT-4o mini,transformers_pi_detector,ProtectAI,asr,shopping,0.0,0.00
gpt-4o-mini,GPT-4o mini,transformers_pi_detector,ProtectAI,asr,github,1.11,1.11
gpt-4o-mini,GPT-4o mini,transformers_pi_detector,ProtectAI,asr,dailylife,3.0,3.00
gpt-4o,GPT-4o,transformers_pi_detector,ProtectAI,asr,overall,0.85,0.85
gpt-4o,GPT-4o,transformers_pi_detector,ProtectAI,asr,shopping,0.0,0.00
gpt-4o,GPT-4o,transformers_pi_detector,ProtectAI,asr,github,0.56,0.56
gpt-4o,GPT-4o,transformers_pi_detector,ProtectAI,asr,dailylife,2.0,2.00
gpt-5.1,GPT-5.1,transformers_pi_detector,ProtectAI,asr,overall,0.0,0.00
gpt-5.1,GPT-5.1,transformers_pi_detector,ProtectAI,asr,shopping,0.0,0.00
gpt-5.1,GPT-5.1,transformers_pi_detector,ProtectAI,asr,github,0.0,0.00
gpt-5.1,GPT-5.1,transformers_pi_detector,ProtectAI,asr,dailylife,0.0,0.00
gpt-5-mini,GPT-5-mini,transformers_pi_detector,ProtectAI,asr,overall,0.0,0.00
gpt-5-mini,GPT-5-mini,transformers_pi_detector,ProtectAI,asr,shopping,0.0,0.00
gpt-5-mini,GPT-5-mini,transformers_pi_detector,ProtectAI,asr,github,0.0,0.00
gpt-5-mini,GPT-5-mini,transformers_pi_detector,ProtectAI,asr,dailylife,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,transformers_pi_detector,ProtectAI,asr,overall,0.69,0.69
gemini-2.5-pro,Gemini-2.5 Pro,transformers_pi_detector,ProtectAI,asr,shopping,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,transformers_pi_detector,ProtectAI,asr,github,0.56,0.56
gemini-2.5-pro,Gemini-2.5 Pro,transformers_pi_detector,ProtectAI,asr,dailylife,1.5,1.50
gemini-2.5-flash,Gemini-2.5 Flash,transformers_pi_detector,ProtectAI,asr,overall,1.04,1.04
gemini-2.5-flash,Gemini-2.5 Flash,transformers_pi_detector,ProtectAI,asr,shopping,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,transformers_pi_detector,ProtectAI,asr,github,1.11,1.11
gemini-2.5-flash,Gemini-2.5 Flash,transformers_pi_detector,ProtectAI,asr,dailylife,2.0,2.00
claude-sonnet-3.5,Claude-Sonnet-3.5,transformers_pi_detector,ProtectAI,asr,overall,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,transformers_pi_detector,ProtectAI,asr,shopping,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,transformers_pi_detector,ProtectAI,asr,github,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,transformers_pi_detector,ProtectAI,asr,dailylife,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,transformers_pi_detector,ProtectAI,asr,overall,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,transformers_pi_detector,ProtectAI,asr,shopping,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,transformers_pi_detector,ProtectAI,asr,github,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,transformers_pi_detector,ProtectAI,asr,dailylife,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,transformers_pi_detector,ProtectAI,asr,overall,1.07,1.07
qwen3-235b,Qwen3 235B-A22B,transformers_pi_detector,ProtectAI,asr,shopping,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,transformers_pi_detector,ProtectAI,asr,github,2.22,2.22
qwen3-235b,Qwen3 235B-A22B,transformers_pi_detector,ProtectAI,asr,dailylife,1.0,1.00
llama-3.3-70b,Llama 3.3 70B,transformers_pi_detector,ProtectAI,asr,overall,0.56,0.56
llama-3.3-70b,Llama 3.3 70B,transformers_pi_detector,ProtectAI,asr,shopping,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,transformers_pi_detector,ProtectAI,asr,github,1.67,1.67
llama-3.3-70b,Llama 3.3 70B,transformers_pi_detector,ProtectAI,asr,dailylife,0.0,0.00
qwen3-coder,Qwen3-Coder,transformers_pi_detector,ProtectAI,asr,overall,0.89,0.89
qwen3-coder,Qwen3-Coder,transformers_pi_detector,ProtectAI,asr,shopping,0.0,0.00
qwen3-coder,Qwen3-Coder,transformers_pi_detector,ProtectAI,asr,github,1.67,1.67
qwen3-coder,Qwen3-Coder,transformers_pi_detector,ProtectAI,asr,dailylife,1.0,1.00
kimi-k2.5,Kimi-K2.5,transformers_pi_detector,ProtectAI,asr,overall,0.0,0.00
kimi-k2.5,Kimi-K2.5,transformers_pi_detector,ProtectAI,asr,shopping,0.0,0.00
kimi-k2.5,Kimi-K2.5,transformers_pi_detector,ProtectAI,asr,github,0.0,0.00
kimi-k2.5,Kimi-K2.5,transformers_pi_detector,ProtectAI,asr,dailylife,0.0,0.00
gpt-4o-mini,GPT-4o mini,piguard_detector,PIGuard,asr,overall,1.33,1.33
gpt-4o-mini,GPT-4o mini,piguard_detector,PIGuard,asr,shopping,0.0,0.00
gpt-4o-mini,GPT-4o mini,piguard_detector,PIGuard,asr,github,0.0,0.00
gpt-4o-mini,GPT-4o mini,piguard_detector,PIGuard,asr,dailylife,4.0,4.00
gpt-4o,GPT-4o,piguard_detector,PIGuard,asr,overall,1.67,1.67
gpt-4o,GPT-4o,piguard_detector,PIGuard,asr,shopping,0.0,0.00
gpt-4o,GPT-4o,piguard_detector,PIGuard,asr,github,0.0,0.00
gpt-4o,GPT-4o,piguard_detector,PIGuard,asr,dailylife,5.0,5.00
gpt-5.1,GPT-5.1,piguard_detector,PIGuard,asr,overall,1.17,1.17
gpt-5.1,GPT-5.1,piguard_detector,PIGuard,asr,shopping,0.0,0.00
gpt-5.1,GPT-5.1,piguard_detector,PIGuard,asr,github,0.0,0.00
gpt-5.1,GPT-5.1,piguard_detector,PIGuard,asr,dailylife,3.5,3.50
gpt-5-mini,GPT-5-mini,piguard_detector,PIGuard,asr,overall,0.0,0.00
gpt-5-mini,GPT-5-mini,piguard_detector,PIGuard,asr,shopping,0.0,0.00
gpt-5-mini,GPT-5-mini,piguard_detector,PIGuard,asr,github,0.0,0.00
gpt-5-mini,GPT-5-mini,piguard_detector,PIGuard,asr,dailylife,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,piguard_detector,PIGuard,asr,overall,1.83,1.83
gemini-2.5-pro,Gemini-2.5 Pro,piguard_detector,PIGuard,asr,shopping,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,piguard_detector,PIGuard,asr,github,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,piguard_detector,PIGuard,asr,dailylife,5.5,5.50
gemini-2.5-flash,Gemini-2.5 Flash,piguard_detector,PIGuard,asr,overall,2.0,2.00
gemini-2.5-flash,Gemini-2.5 Flash,piguard_detector,PIGuard,asr,shopping,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,piguard_detector,PIGuard,asr,github,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,piguard_detector,PIGuard,asr,dailylife,6.0,6.00
claude-sonnet-3.5,Claude-Sonnet-3.5,piguard_detector,PIGuard,asr,overall,1.33,1.33
claude-sonnet-3.5,Claude-Sonnet-3.5,piguard_detector,PIGuard,asr,shopping,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,piguard_detector,PIGuard,asr,github,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,piguard_detector,PIGuard,asr,dailylife,4.0,4.00
claude-sonnet-4.5,Claude-Sonnet-4.5,piguard_detector,PIGuard,asr,overall,0.67,0.67
claude-sonnet-4.5,Claude-Sonnet-4.5,piguard_detector,PIGuard,asr,shopping,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,piguard_detector,PIGuard,asr,github,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,piguard_detector,PIGuard,asr,dailylife,2.0,2.00
qwen3-235b,Qwen3 235B-A22B,piguard_detector,PIGuard,asr,overall,1.83,1.83
qwen3-235b,Qwen3 235B-A22B,piguard_detector,PIGuard,asr,shopping,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,piguard_detector,PIGuard,asr,github,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,piguard_detector,PIGuard,asr,dailylife,5.5,5.50
llama-3.3-70b,Llama 3.3 70B,piguard_detector,PIGuard,asr,overall,0.67,0.67
llama-3.3-70b,Llama 3.3 70B,piguard_detector,PIGuard,asr,shopping,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,piguard_detector,PIGuard,asr,github,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,piguard_detector,PIGuard,asr,dailylife,2.0,2.00
qwen3-coder,Qwen3-Coder,piguard_detector,PIGuard,asr,overall,1.67,1.67
qwen3-coder,Qwen3-Coder,piguard_detector,PIGuard,asr,shopping,0.0,0.00
qwen3-coder,Qwen3-Coder,piguard_detector,PIGuard,asr,github,0.0,0.00
qwen3-coder,Qwen3-Coder,piguard_detector,PIGuard,asr,dailylife,5.0,5.00
kimi-k2.5,Kimi-K2.5,piguard_detector,PIGuard,asr,overall,0.83,0.83
kimi-k2.5,Kimi-K2.5,piguard_detector,PIGuard,asr,shopping,0.0,0.00
kimi-k2.5,Kimi-K2.5,piguard_detector,PIGuard,asr,github,0.0,0.00
kimi-k2.5,Kimi-K2.5,piguard_detector,PIGuard,asr,dailylife,2.5,2.50
gpt-4o-mini,GPT-4o mini,prompt_guard_2_detector,PromptGuard2,asr,overall,28.54,28.54
gpt-4o-mini,GPT-4o mini,prompt_guard_2_detector,PromptGuard2,asr,shopping,6.11,6.11
gpt-4o-mini,GPT-4o mini,prompt_guard_2_detector,PromptGuard2,asr,github,0.0,0.00
gpt-4o-mini,GPT-4o mini,prompt_guard_2_detector,PromptGuard2,asr,dailylife,79.5,79.50
gpt-4o,GPT-4o,prompt_guard_2_detector,PromptGuard2,asr,overall,27.15,27.15
gpt-4o,GPT-4o,prompt_guard_2_detector,PromptGuard2,asr,shopping,9.44,9.44
gpt-4o,GPT-4o,prompt_guard_2_detector,PromptGuard2,asr,github,10.0,10.00
gpt-4o,GPT-4o,prompt_guard_2_detector,PromptGuard2,asr,dailylife,62.0,62.00
gpt-5.1,GPT-5.1,prompt_guard_2_detector,PromptGuard2,asr,overall,3.71,3.71
gpt-5.1,GPT-5.1,prompt_guard_2_detector,PromptGuard2,asr,shopping,0.56,0.56
gpt-5.1,GPT-5.1,prompt_guard_2_detector,PromptGuard2,asr,github,0.56,0.56
gpt-5.1,GPT-5.1,prompt_guard_2_detector,PromptGuard2,asr,dailylife,10.0,10.00
gpt-5-mini,GPT-5-mini,prompt_guard_2_detector,PromptGuard2,asr,overall,0.0,0.00
gpt-5-mini,GPT-5-mini,prompt_guard_2_detector,PromptGuard2,asr,shopping,0.0,0.00
gpt-5-mini,GPT-5-mini,prompt_guard_2_detector,PromptGuard2,asr,github,0.0,0.00
gpt-5-mini,GPT-5-mini,prompt_guard_2_detector,PromptGuard2,asr,dailylife,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,prompt_guard_2_detector,PromptGuard2,asr,overall,14.5,14.50
gemini-2.5-pro,Gemini-2.5 Pro,prompt_guard_2_detector,PromptGuard2,asr,shopping,2.22,2.22
gemini-2.5-pro,Gemini-2.5 Pro,prompt_guard_2_detector,PromptGuard2,asr,github,7.78,7.78
gemini-2.5-pro,Gemini-2.5 Pro,prompt_guard_2_detector,PromptGuard2,asr,dailylife,33.5,33.50
gemini-2.5-flash,Gemini-2.5 Flash,prompt_guard_2_detector,PromptGuard2,asr,overall,23.87,23.87
gemini-2.5-flash,Gemini-2.5 Flash,prompt_guard_2_detector,PromptGuard2,asr,shopping,2.78,2.78
gemini-2.5-flash,Gemini-2.5 Flash,prompt_guard_2_detector,PromptGuard2,asr,github,8.33,8.33
gemini-2.5-flash,Gemini-2.5 Flash,prompt_guard_2_detector,PromptGuard2,asr,dailylife,60.5,60.50
claude-sonnet-3.5,Claude-Sonnet-3.5,prompt_guard_2_detector,PromptGuard2,asr,overall,8.2,8.20
claude-sonnet-3.5,Claude-Sonnet-3.5,prompt_guard_2_detector,PromptGuard2,asr,shopping,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,prompt_guard_2_detector,PromptGuard2,asr,github,6.11,6.11
claude-sonnet-3.5,Claude-Sonnet-3.5,prompt_guard_2_detector,PromptGuard2,asr,dailylife,18.5,18.50
claude-sonnet-4.5,Claude-Sonnet-4.5,prompt_guard_2_detector,PromptGuard2,asr,overall,0.67,0.67
claude-sonnet-4.5,Claude-Sonnet-4.5,prompt_guard_2_detector,PromptGuard2,asr,shopping,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,prompt_guard_2_detector,PromptGuard2,asr,github,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,prompt_guard_2_detector,PromptGuard2,asr,dailylife,2.0,2.00
qwen3-235b,Qwen3 235B-A22B,prompt_guard_2_detector,PromptGuard2,asr,overall,22.0,22.00
qwen3-235b,Qwen3 235B-A22B,prompt_guard_2_detector,PromptGuard2,asr,shopping,8.89,8.89
qwen3-235b,Qwen3 235B-A22B,prompt_guard_2_detector,PromptGuard2,asr,github,16.11,16.11
qwen3-235b,Qwen3 235B-A22B,prompt_guard_2_detector,PromptGuard2,asr,dailylife,41.0,41.00
llama-3.3-70b,Llama 3.3 70B,prompt_guard_2_detector,PromptGuard2,asr,overall,11.07,11.07
llama-3.3-70b,Llama 3.3 70B,prompt_guard_2_detector,PromptGuard2,asr,shopping,2.78,2.78
llama-3.3-70b,Llama 3.3 70B,prompt_guard_2_detector,PromptGuard2,asr,github,4.44,4.44
llama-3.3-70b,Llama 3.3 70B,prompt_guard_2_detector,PromptGuard2,asr,dailylife,26.0,26.00
qwen3-coder,Qwen3-Coder,prompt_guard_2_detector,PromptGuard2,asr,overall,12.17,12.17
qwen3-coder,Qwen3-Coder,prompt_guard_2_detector,PromptGuard2,asr,shopping,2.22,2.22
qwen3-coder,Qwen3-Coder,prompt_guard_2_detector,PromptGuard2,asr,github,12.78,12.78
qwen3-coder,Qwen3-Coder,prompt_guard_2_detector,PromptGuard2,asr,dailylife,21.5,21.50
kimi-k2.5,Kimi-K2.5,prompt_guard_2_detector,PromptGuard2,asr,overall,5.24,5.24
kimi-k2.5,Kimi-K2.5,prompt_guard_2_detector,PromptGuard2,asr,shopping,0.0,0.00
kimi-k2.5,Kimi-K2.5,prompt_guard_2_detector,PromptGuard2,asr,github,7.22,7.22
kimi-k2.5,Kimi-K2.5,prompt_guard_2_detector,PromptGuard2,asr,dailylife,8.5,8.50
meta-secalign-8b,Meta-SecAlign 8B,meta_secalign,Meta-SecAlign,asr,overall,5.26,5.26
meta-secalign-8b,Meta-SecAlign 8B,meta_secalign,Meta-SecAlign,asr,shopping,0.0,0.00
meta-secalign-8b,Meta-SecAlign 8B,meta_secalign,Meta-SecAlign,asr,github,2.78,2.78
meta-secalign-8b,Meta-SecAlign 8B,meta_secalign,Meta-SecAlign,asr,dailylife,13.0,13.00
meta-secalign-70b,Meta-SecAlign 70B,meta_secalign,Meta-SecAlign,asr,overall,8.98,8.98
meta-secalign-70b,Meta-SecAlign 70B,meta_secalign,Meta-SecAlign,asr,shopping,10.0,10.00
meta-secalign-70b,Meta-SecAlign 70B,meta_secalign,Meta-SecAlign,asr,github,4.44,4.44
meta-secalign-70b,Meta-SecAlign 70B,meta_secalign,Meta-SecAlign,asr,dailylife,12.5,12.50
gpt-4o-mini,GPT-4o mini,tool_filter,Tool Filter,asr,overall,6.15,6.15
gpt-4o-mini,GPT-4o mini,tool_filter,Tool Filter,asr,shopping,0.56,0.56
gpt-4o-mini,GPT-4o mini,tool_filter,Tool Filter,asr,github,3.89,3.89
gpt-4o-mini,GPT-4o mini,tool_filter,Tool Filter,asr,dailylife,14.0,14.00
gpt-4o,GPT-4o,tool_filter,Tool Filter,asr,overall,4.22,4.22
gpt-4o,GPT-4o,tool_filter,Tool Filter,asr,shopping,0.56,0.56
gpt-4o,GPT-4o,tool_filter,Tool Filter,asr,github,1.11,1.11
gpt-4o,GPT-4o,tool_filter,Tool Filter,asr,dailylife,11.0,11.00
gpt-5.1,GPT-5.1,tool_filter,Tool Filter,asr,overall,0.0,0.00
gpt-5.1,GPT-5.1,tool_filter,Tool Filter,asr,shopping,0.0,0.00
gpt-5.1,GPT-5.1,tool_filter,Tool Filter,asr,github,0.0,0.00
gpt-5.1,GPT-5.1,tool_filter,Tool Filter,asr,dailylife,0.0,0.00
gpt-5-mini,GPT-5-mini,tool_filter,Tool Filter,asr,overall,0.0,0.00
gpt-5-mini,GPT-5-mini,tool_filter,Tool Filter,asr,shopping,0.0,0.00
gpt-5-mini,GPT-5-mini,tool_filter,Tool Filter,asr,github,0.0,0.00
gpt-5-mini,GPT-5-mini,tool_filter,Tool Filter,asr,dailylife,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,tool_filter,Tool Filter,asr,overall,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,tool_filter,Tool Filter,asr,shopping,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,tool_filter,Tool Filter,asr,github,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,tool_filter,Tool Filter,asr,dailylife,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,tool_filter,Tool Filter,asr,overall,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,tool_filter,Tool Filter,asr,shopping,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,tool_filter,Tool Filter,asr,github,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,tool_filter,Tool Filter,asr,dailylife,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,tool_filter,Tool Filter,asr,overall,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,tool_filter,Tool Filter,asr,shopping,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,tool_filter,Tool Filter,asr,github,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,tool_filter,Tool Filter,asr,dailylife,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,tool_filter,Tool Filter,asr,overall,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,tool_filter,Tool Filter,asr,shopping,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,tool_filter,Tool Filter,asr,github,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,tool_filter,Tool Filter,asr,dailylife,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,tool_filter,Tool Filter,asr,overall,0.33,0.33
qwen3-235b,Qwen3 235B-A22B,tool_filter,Tool Filter,asr,shopping,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,tool_filter,Tool Filter,asr,github,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,tool_filter,Tool Filter,asr,dailylife,1.0,1.00
llama-3.3-70b,Llama 3.3 70B,tool_filter,Tool Filter,asr,overall,2.52,2.52
llama-3.3-70b,Llama 3.3 70B,tool_filter,Tool Filter,asr,shopping,0.56,0.56
llama-3.3-70b,Llama 3.3 70B,tool_filter,Tool Filter,asr,github,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,tool_filter,Tool Filter,asr,dailylife,7.0,7.00
qwen3-coder,Qwen3-Coder,tool_filter,Tool Filter,asr,overall,3.13,3.13
qwen3-coder,Qwen3-Coder,tool_filter,Tool Filter,asr,shopping,2.22,2.22
qwen3-coder,Qwen3-Coder,tool_filter,Tool Filter,asr,github,1.67,1.67
qwen3-coder,Qwen3-Coder,tool_filter,Tool Filter,asr,dailylife,5.5,5.50
kimi-k2.5,Kimi-K2.5,tool_filter,Tool Filter,asr,overall,0.0,0.00
kimi-k2.5,Kimi-K2.5,tool_filter,Tool Filter,asr,shopping,0.0,0.00
kimi-k2.5,Kimi-K2.5,tool_filter,Tool Filter,asr,github,0.0,0.00
kimi-k2.5,Kimi-K2.5,tool_filter,Tool Filter,asr,dailylife,0.0,0.00
gpt-4o-mini,GPT-4o mini,camel,CaMeL,asr,overall,0.0,0.00
gpt-4o-mini,GPT-4o mini,camel,CaMeL,asr,shopping,0.0,0.00
gpt-4o-mini,GPT-4o mini,camel,CaMeL,asr,github,0.0,0.00
gpt-4o-mini,GPT-4o mini,camel,CaMeL,asr,dailylife,0.0,0.00
gpt-4o,GPT-4o,camel,CaMeL,asr,overall,0.0,0.00
gpt-4o,GPT-4o,camel,CaMeL,asr,shopping,0.0,0.00
gpt-4o,GPT-4o,camel,CaMeL,asr,github,0.0,0.00
gpt-4o,GPT-4o,camel,CaMeL,asr,dailylife,0.0,0.00
gpt-5.1,GPT-5.1,camel,CaMeL,asr,overall,0.0,0.00
gpt-5.1,GPT-5.1,camel,CaMeL,asr,shopping,0.0,0.00
gpt-5.1,GPT-5.1,camel,CaMeL,asr,github,0.0,0.00
gpt-5.1,GPT-5.1,camel,CaMeL,asr,dailylife,0.0,0.00
gpt-5-mini,GPT-5-mini,camel,CaMeL,asr,overall,0.0,0.00
gpt-5-mini,GPT-5-mini,camel,CaMeL,asr,shopping,0.0,0.00
gpt-5-mini,GPT-5-mini,camel,CaMeL,asr,github,0.0,0.00
gpt-5-mini,GPT-5-mini,camel,CaMeL,asr,dailylife,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,camel,CaMeL,asr,overall,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,camel,CaMeL,asr,shopping,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,camel,CaMeL,asr,github,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,camel,CaMeL,asr,dailylife,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,camel,CaMeL,asr,overall,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,camel,CaMeL,asr,shopping,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,camel,CaMeL,asr,github,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,camel,CaMeL,asr,dailylife,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,camel,CaMeL,asr,overall,0.0,0.00
